ville,latitude,longitude,type_incident,gravite,date_signalement,heure,jour_semaine,nb_signalements_30j,precipitation_mm,temperature_c,risk_score,niveau_risque
Yaoundé,3.822348,11.544803,incendie,3,2026-03-21 04:55:38,4,5,20.0,119.4,31.2,0.7907,ELEVE
Ngaoundéré,7.365213,13.614752,glissement,3,2025-11-16 04:09:38,4,6,17.0,118.3,31.6,0.599,MOYEN
Ebolowa,2.910052,11.166504,inondation,5,2026-05-14 11:25:38,11,3,2.0,100.7,19.5,0.6705,ELEVE
Garoua,9.302209,13.36965,incendie,1,2026-05-26 20:31:38,20,1,11.0,79.6,20.5,0.6197,MOYEN
Bafoussam,5.448027,10.454747,inondation,5,2026-04-19 18:07:38,18,6,25.0,36.5,26.5,0.7552,ELEVE
Ngaoundéré,7.375217,13.571287,pollution,2,2026-04-17 19:53:38,19,4,6.0,31.8,20.5,0.4538,MOYEN
Maroua,10.641663,14.294093,glissement,2,2026-02-26 23:00:38,23,3,10.0,85.9,27.7,0.8857,ELEVE
Yaoundé,3.867616,11.49038,criminalité,5,2025-12-09 23:20:38,23,1,15.0,51.9,25.4,0.9222,ELEVE
Douala,4.020624,9.752434,glissement,4,2025-07-11 00:14:38,0,4,23.0,67.3,27.2,1.0,ELEVE
Ngaoundéré,7.347827,13.547855,pollution,3,2026-06-13 17:23:38,17,5,6.0,95.9,35.2,0.5326,MOYEN
Yaoundé,3.80071,11.474297,glissement,1,2026-02-16 11:10:38,11,0,14.0,21.6,20.7,0.7349,ELEVE
Ngaoundéré,7.338029,13.560606,accident_route,4,2025-09-04 19:16:38,19,3,6.0,90.5,27.5,0.5837,MOYEN
Maroua,10.619764,14.323657,glissement,4,2025-12-10 05:19:38,5,2,11.0,44.5,35.8,1.0,ELEVE
Garoua,9.307702,13.420845,incendie,2,2026-06-07 03:32:38,3,6,16.0,108.8,31.4,0.7457,ELEVE
Bafoussam,5.464463,10.464178,accident_route,3,2025-09-11 09:20:38,9,3,18.0,84.7,29.2,0.5623,MOYEN
Ngaoundéré,7.362918,13.549868,accident_route,2,2026-05-08 09:17:38,9,4,8.0,4.1,22.8,0.3533,MOYEN
Garoua,9.286847,13.358587,accident_route,1,2025-07-27 08:32:38,8,6,2.0,27.5,36.1,0.7345,ELEVE
Ngaoundéré,7.33938,13.602459,pollution,3,2026-02-08 00:53:38,0,6,3.0,57.0,25.0,0.5917,MOYEN
Yaoundé,3.859959,11.51712,criminalité,5,2025-08-31 12:54:38,12,6,1.0,68.7,25.9,0.8385,ELEVE
Bafoussam,5.491501,10.420999,glissement,5,2026-06-07 00:47:38,0,6,7.0,10.4,20.0,0.5912,MOYEN
Maroua,10.55626,14.281914,inondation,2,2026-04-06 22:35:38,22,0,18.0,39.8,33.1,0.9123,ELEVE
Bertoua,4.545149,13.648328,pollution,4,2025-06-30 22:19:38,22,0,3.0,91.1,36.4,0.6507,ELEVE
Douala,4.02709,9.752419,inondation,4,2026-06-11 03:58:38,3,3,24.0,111.0,37.6,1.0,ELEVE
Ebolowa,2.893202,11.198037,glissement,4,2025-07-01 00:29:38,0,1,8.0,24.2,29.4,0.5129,MOYEN
Bertoua,4.623461,13.690944,incendie,5,2026-06-07 08:55:38,8,6,20.0,89.4,34.7,0.7759,ELEVE
Douala,4.078805,9.80412,glissement,2,2025-07-30 18:57:38,18,2,13.0,15.0,19.3,0.8443,ELEVE
Ngaoundéré,7.323531,13.585282,inondation,1,2025-11-02 00:21:38,0,6,9.0,27.1,23.4,0.6038,MOYEN
Maroua,10.611117,14.300424,criminalité,1,2026-05-16 02:57:38,2,5,7.0,114.6,28.8,0.7706,ELEVE
Douala,4.006738,9.804372,incendie,5,2026-02-25 02:34:38,2,2,10.0,5.5,25.9,1.0,ELEVE
Douala,4.083855,9.734971,inondation,5,2025-07-18 08:11:38,8,4,15.0,78.6,29.5,1.0,ELEVE
Ngaoundéré,7.306701,13.625931,inondation,2,2026-01-16 19:41:38,19,4,20.0,59.9,37.8,0.5463,MOYEN
Maroua,10.556317,14.319141,inondation,2,2026-03-28 09:30:38,9,5,17.0,50.8,33.5,0.9449,ELEVE
Yaoundé,3.80686,11.474161,inondation,3,2025-12-04 01:21:38,1,3,18.0,112.2,29.0,0.7645,ELEVE
Douala,4.083852,9.794353,criminalité,2,2026-04-18 12:44:38,12,5,4.0,13.7,29.9,0.8156,ELEVE
Ngaoundéré,7.294369,13.591061,inondation,2,2026-02-09 16:56:38,16,0,22.0,97.8,31.0,0.3676,MOYEN
Maroua,10.616324,14.289654,pollution,2,2026-06-09 08:23:38,8,1,11.0,57.6,29.2,0.9085,ELEVE
Ngaoundéré,7.376308,13.556413,pollution,2,2025-08-02 23:15:38,23,5,6.0,47.2,25.5,0.4659,MOYEN
Yaoundé,3.84423,11.493277,pollution,3,2026-03-17 11:38:38,11,1,3.0,100.1,19.6,0.7649,ELEVE
Yaoundé,3.808064,11.476087,glissement,3,2025-10-13 14:13:38,14,0,13.0,78.8,19.8,0.8472,ELEVE
Bafoussam,5.520039,10.416696,criminalité,5,2025-09-09 23:26:38,23,1,18.0,48.4,25.0,0.4778,MOYEN
Yaoundé,3.817899,11.493933,accident_route,2,2025-07-03 16:22:38,16,3,,,,0.7594,ELEVE
Ebolowa,2.934965,11.124735,accident_route,2,2025-08-25 22:26:38,22,0,23.0,27.6,29.2,0.4238,MOYEN
Bafoussam,5.440887,10.443555,inondation,2,2026-05-07 19:12:38,19,3,19.0,9.9,21.2,0.4797,MOYEN
Maroua,10.571067,14.358487,inondation,2,2025-09-08 21:30:38,21,0,,,,1.0,ELEVE
Bafoussam,5.429911,10.454212,criminalité,5,2025-12-13 03:14:38,3,5,22.0,92.6,32.4,0.8457,ELEVE
Douala,4.055771,9.736385,incendie,5,2026-02-15 02:08:38,2,6,18.0,103.3,18.2,0.9023,ELEVE
Bertoua,4.587061,13.650401,inondation,5,2026-04-29 10:52:38,10,2,21.0,112.1,28.1,0.8223,ELEVE
Garoua,9.32624,13.400129,criminalité,2,2026-05-17 18:53:38,18,6,10.0,19.6,21.6,0.7754,ELEVE
Bertoua,4.548933,13.681904,glissement,1,2026-03-01 05:33:38,5,6,12.0,53.8,26.7,0.4403,MOYEN
Bafoussam,5.452782,10.44109,criminalité,4,2026-02-03 09:33:38,9,1,1.0,35.0,19.3,0.6024,MOYEN
Douala,4.079085,9.728598,accident_route,4,2025-12-16 23:12:38,23,1,,,,0.9997,ELEVE
Ngaoundéré,7.324517,13.600576,glissement,2,2025-08-05 10:18:38,10,1,1.0,118.7,24.7,0.615,MOYEN
Ebolowa,2.919602,11.11539,criminalité,1,2026-04-09 13:09:38,13,3,25.0,65.2,37.8,0.4736,MOYEN
Bertoua,4.59181,13.640693,glissement,1,2026-03-13 19:28:38,19,4,,,,0.5635,MOYEN
Ngaoundéré,7.297452,13.554735,criminalité,1,2026-06-20 02:46:38,2,5,4.0,34.2,33.3,0.5091,MOYEN
Garoua,9.263555,13.348695,pollution,5,2026-05-01 08:45:38,8,4,17.0,101.5,32.3,0.9575,ELEVE
Bertoua,4.57596,13.674375,inondation,1,2025-08-26 06:39:38,6,1,20.0,14.4,29.7,0.5959,MOYEN
Maroua,10.631097,14.362656,glissement,4,2025-08-09 05:40:38,5,5,14.0,28.0,30.0,0.9899,ELEVE
Yaoundé,3.801668,11.477344,incendie,1,2026-06-21 06:13:38,6,6,5.0,16.5,23.7,0.7193,ELEVE
Bertoua,4.573425,13.729358,incendie,2,2025-09-06 02:18:38,2,5,8.0,16.6,26.6,0.5665,MOYEN
Bertoua,4.555806,13.689018,criminalité,2,2026-03-03 03:33:38,3,1,22.0,40.5,33.3,0.5857,MOYEN
Garoua,9.323898,13.433169,inondation,2,2025-09-21 11:22:38,11,6,9.0,19.6,27.3,0.9136,ELEVE
Bafoussam,5.515765,10.407348,incendie,2,2026-04-24 14:40:38,14,4,25.0,78.7,21.5,0.4754,MOYEN
Bafoussam,5.507843,10.432845,criminalité,1,2026-01-25 16:36:38,16,6,5.0,105.9,24.0,0.5577,MOYEN
Bafoussam,5.49694,10.410483,pollution,1,2026-03-04 09:14:38,9,2,2.0,11.7,22.6,0.4072,MOYEN
Douala,4.090308,9.813433,criminalité,4,2025-10-13 02:17:38,2,0,12.0,98.1,24.9,0.8109,ELEVE
Ngaoundéré,7.368389,13.61266,pollution,3,2025-07-13 21:55:38,21,6,19.0,67.4,25.3,0.5468,MOYEN
Bafoussam,5.489056,10.417268,inondation,3,2025-07-10 21:05:38,21,3,22.0,29.9,20.1,0.5779,MOYEN
Yaoundé,3.820085,11.455993,incendie,3,2026-05-24 03:03:38,3,6,21.0,102.3,37.3,0.7311,ELEVE
Ebolowa,2.912066,11.120131,inondation,4,2025-09-05 06:32:38,6,4,1.0,111.9,31.3,0.6781,ELEVE
Ebolowa,2.948765,11.104011,accident_route,2,2026-01-18 01:48:38,1,6,13.0,42.1,25.5,0.3219,FAIBLE
Bafoussam,5.508885,10.443229,glissement,3,2026-05-21 12:06:38,12,3,12.0,26.8,35.4,0.6752,ELEVE
Bertoua,4.590261,13.708872,accident_route,2,2026-01-26 05:57:38,5,0,23.0,11.4,22.3,0.6106,MOYEN
Garoua,9.287778,13.410231,inondation,2,2026-01-10 20:09:38,20,5,3.0,116.0,23.6,0.8302,ELEVE
Ngaoundéré,7.317817,13.601213,inondation,4,2026-05-30 13:17:38,13,5,15.0,62.7,31.5,0.7299,ELEVE
Garoua,9.259018,13.382477,criminalité,4,2026-01-02 12:13:38,12,4,7.0,97.7,29.8,0.8295,ELEVE
Maroua,10.591425,14.328962,glissement,5,2026-05-24 01:47:38,1,6,5.0,53.6,27.7,1.0,ELEVE
Ebolowa,2.940757,11.124929,inondation,3,2025-10-09 11:29:38,11,3,24.0,65.1,33.0,0.5061,MOYEN
Maroua,10.595942,14.343439,pollution,4,2025-10-18 03:07:38,3,5,10.0,115.9,33.7,0.9072,ELEVE
Garoua,9.316097,13.401543,glissement,1,2025-08-11 09:06:38,9,0,18.0,46.2,21.9,0.7823,ELEVE
Ngaoundéré,7.294795,13.60339,criminalité,2,2025-09-06 11:35:38,11,5,24.0,119.7,37.4,0.5254,MOYEN
Garoua,9.301314,13.432649,accident_route,3,2026-03-29 10:27:38,10,6,14.0,11.2,37.8,0.8953,ELEVE
Maroua,10.546106,14.290481,pollution,3,2026-03-14 01:32:38,1,5,8.0,33.0,19.5,0.9534,ELEVE
Ebolowa,2.919415,11.151265,inondation,5,2026-02-16 08:33:38,8,0,12.0,22.1,25.7,0.7197,ELEVE
Bertoua,4.584078,13.718112,accident_route,5,2026-01-29 17:06:38,17,3,9.0,13.9,19.8,0.7089,ELEVE
Maroua,10.60183,14.370163,glissement,5,2025-11-28 08:39:38,8,4,18.0,75.9,22.0,1.0,ELEVE
Bertoua,4.560275,13.696189,criminalité,3,2026-06-15 03:30:38,3,0,21.0,109.7,20.2,0.5948,MOYEN
Garoua,9.257421,13.405197,inondation,5,2025-08-14 13:58:38,13,3,6.0,53.9,24.3,1.0,ELEVE
Bertoua,4.5621,13.716488,inondation,2,2026-04-20 18:12:38,18,0,24.0,109.7,19.3,0.6261,MOYEN
Garoua,9.29382,13.41876,accident_route,4,2025-12-11 21:44:38,21,3,2.0,98.0,34.9,0.7757,ELEVE
Maroua,10.633452,14.314814,glissement,5,2025-09-20 18:58:38,18,5,16.0,15.4,23.2,1.0,ELEVE
Douala,4.012199,9.762606,criminalité,1,2025-10-24 02:26:38,2,4,13.0,118.1,18.8,0.7407,ELEVE
Ngaoundéré,7.297792,13.541497,incendie,1,2025-08-27 12:10:38,12,2,15.0,62.3,22.6,0.4612,MOYEN
Ebolowa,2.929452,11.170709,glissement,2,2026-04-19 01:45:38,1,6,15.0,33.5,32.6,0.4871,MOYEN
Maroua,10.633558,14.361458,incendie,4,2026-02-04 21:52:38,21,2,24.0,4.2,23.7,1.0,ELEVE
Ebolowa,2.895832,11.135122,inondation,3,2025-09-03 09:34:38,9,2,23.0,4.1,24.4,0.479,MOYEN
Garoua,9.288217,13.413167,accident_route,0,2026-04-09 08:24:38,8,3,2.0,15.3,33.9,0.8873,ELEVE
Garoua,9.334022,13.386718,inondation,3,2025-09-07 18:04:38,18,6,24.0,91.9,18.6,0.8869,ELEVE
Bafoussam,5.454953,10.395746,incendie,2,2026-02-15 21:20:38,21,6,8.0,60.9,29.8,0.418,MOYEN
Bertoua,4.617956,13.724518,criminalité,2,2025-11-24 06:46:38,6,0,3.0,113.7,26.1,0.7098,ELEVE
Ebolowa,2.853046,11.120445,accident_route,3,2025-09-02 16:05:38,16,1,24.0,23.5,31.0,0.5911,MOYEN
Maroua,10.557804,14.323918,accident_route,4,2026-04-14 22:15:38,22,1,8.0,119.7,20.8,0.9667,ELEVE
Bertoua,4.556603,13.651344,glissement,4,2026-03-24 11:31:38,11,1,3.0,28.2,31.7,0.805,ELEVE
Ebolowa,2.902966,11.124189,inondation,2,2025-07-05 13:39:38,13,5,2.0,99.6,28.0,0.6372,MOYEN
Douala,4.001739,9.746604,inondation,3,2025-11-20 14:16:38,14,3,25.0,97.6,35.5,0.9323,ELEVE
Ngaoundéré,7.342467,13.550395,inondation,1,2025-08-17 08:55:38,8,6,8.0,113.9,36.5,0.5462,MOYEN
Garoua,9.316854,13.423612,accident_route,3,2025-10-15 13:12:38,13,2,8.0,11.8,32.8,0.8146,ELEVE
Bertoua,4.542402,13.661281,accident_route,2,2026-04-09 05:16:38,5,3,6.0,71.4,35.3,0.5211,MOYEN
Garoua,9.278141,13.39667,pollution,2,2025-12-01 21:49:38,21,0,9.0,60.4,26.5,0.7514,ELEVE
Bafoussam,5.473538,10.451436,accident_route,4,2025-12-20 11:06:38,11,5,25.0,58.5,19.3,0.6363,MOYEN
Maroua,10.611263,14.29844,criminalité,5,2026-01-29 23:33:38,23,3,2.0,24.2,23.5,1.0,ELEVE
Maroua,10.636016,14.309226,inondation,1,2026-05-01 05:24:38,5,4,13.0,55.5,29.1,0.7193,ELEVE
Yaoundé,3.813335,11.510723,accident_route,5,2025-10-05 03:12:38,3,6,22.0,57.4,25.5,0.9697,ELEVE
Yaoundé,3.837526,11.470278,accident_route,3,2025-08-27 18:47:38,18,2,2.0,77.1,23.0,0.6856,ELEVE
Bertoua,4.557845,13.67211,incendie,2,2025-07-29 04:36:38,4,1,21.0,29.1,31.9,0.5642,MOYEN
Bertoua,4.542808,13.696,accident_route,4,2025-08-04 13:32:38,13,0,19.0,93.2,24.9,0.7047,ELEVE
Garoua,9.308353,13.442605,inondation,2,2026-01-24 20:43:38,20,5,24.0,81.4,24.5,0.7928,ELEVE
Douala,32.515802556937295,41.78685326679537,accident_route,3,2025-10-11 09:10:38,9,5,9.0,23.2,18.5,0.7543,ELEVE
Ebolowa,2.872775,11.196403,criminalité,1,2026-03-23 16:52:38,16,0,13.0,114.5,34.4,0.5715,MOYEN
Douala,4.056471,9.77207,inondation,5,2026-05-22 16:30:38,16,4,21.0,14.6,37.2,0.9599,ELEVE
Ngaoundéré,7.318801,13.564092,inondation,2,2025-11-10 04:14:38,4,0,12.0,19.3,28.0,0.5521,MOYEN
Maroua,10.577678,14.293052,inondation,5,2026-01-28 21:38:38,21,2,11.0,52.4,37.7,1.0,ELEVE
Bafoussam,5.513496,10.410915,incendie,2,2025-07-14 04:03:38,4,0,11.0,7.6,23.5,0.4542,MOYEN
Bertoua,4.592657,13.675725,criminalité,5,2025-11-25 21:22:38,21,1,18.0,27.3,19.8,0.8005,ELEVE
Douala,4.021988,9.754771,glissement,4,2025-09-28 01:12:38,1,6,20.0,72.6,36.9,1.0,ELEVE
Bafoussam,5.514566,10.382493,incendie,4,2026-06-03 14:08:38,14,2,8.0,72.3,37.0,0.5454,MOYEN
Yaoundé,3.884806,11.532693,inondation,3,2026-02-03 17:49:38,17,1,21.0,73.6,30.4,0.7721,ELEVE
Douala,4.024302,9.719338,pollution,5,2025-10-25 02:13:38,2,5,19.0,105.5,27.2,1.0,ELEVE
Maroua,10.610715,14.336493,glissement,3,2026-02-05 03:00:38,3,3,7.0,78.3,29.6,1.0,ELEVE
Yaoundé,3.809976,11.541153,accident_route,2,2026-04-08 23:03:38,23,2,22.0,80.2,28.5,0.6183,MOYEN
Ebolowa,2.934965,11.124735,accident_route,2,2025-08-25 22:26:38,22,0,23.0,27.6,29.2,0.4238,MOYEN
Bafoussam,5.521537,10.459557,incendie,3,2026-06-20 12:14:38,12,5,15.0,78.7,32.9,0.6575,ELEVE
Ebolowa,2.866163,11.189855,accident_route,5,2026-01-25 03:20:38,3,6,6.0,89.2,27.5,0.6277,MOYEN
Yaoundé,3.80686,11.474161,inondation,3,2025-12-04 01:21:38,1,3,18.0,112.2,29.0,0.7645,ELEVE
Ngaoundéré,7.297188,13.568367,pollution,5,2025-08-07 06:34:38,6,3,14.0,61.0,18.4,0.7293,ELEVE
Bertoua,4.560859,13.670246,criminalité,4,2025-07-17 14:00:38,14,3,7.0,41.1,37.7,0.7,ELEVE
Ebolowa,2.85931,11.189722,accident_route,1,2026-02-08 23:48:38,23,6,21.0,69.1,32.4,0.4646,MOYEN
Maroua,10.574176,14.317677,glissement,1,2026-01-29 02:53:38,2,3,1.0,47.4,18.3,0.9827,ELEVE
Bafoussam,5.446158,10.423795,incendie,3,2026-02-27 13:56:38,13,4,6.0,52.2,26.4,0.5644,MOYEN
Yaoundé,3.882011,11.551045,accident_route,4,2026-02-24 07:40:38,7,1,4.0,1.1,23.3,0.8215,ELEVE
Bertoua,4.60155,13.716047,accident_route,2,2025-07-25 13:56:38,13,4,14.0,29.4,36.2,0.5114,MOYEN
Bertoua,4.583065,13.67164,criminalité,1,2025-09-25 19:20:38,19,3,,,,0.5986,MOYEN
Garoua,9.334737,13.363973,accident_route,1,2025-10-10 13:43:38,13,4,,,,0.5896,MOYEN
Ngaoundéré,7.342467,13.550395,inondation,1,2025-08-17 08:55:38,8,6,8.0,113.9,36.5,0.5462,MOYEN
