ville,latitude,longitude,type_incident,gravite,date_signalement,heure,jour_semaine,nb_signalements_30j,precipitation_mm,temperature_c,risk_score,niveau_risque,annee,mois
Bertoua,4.5986,13.6508,inondation,3,2026-04-08 02:23:38,2,2,6.0,66.2,31.2,0.5296,MOYEN,2026,4
Douala,4.0869,9.8177,criminalité,3,2026-03-12 10:02:38,10,3,11.0,103.2,26.2,0.9405,ELEVE,2026,3
Maroua,10.6032,14.3351,incendie,5,2026-06-02 03:16:38,3,1,13.0,98.2,37.1,1.0,ELEVE,2026,6
Bertoua,4.6257,13.6729,accident_route,4,2025-08-25 05:26:38,5,0,1.0,108.8,29.8,0.6188,MOYEN,2025,8
Garoua,9.3181,13.4275,glissement,4,2026-06-07 08:44:38,8,6,4.0,59.0,37.8,0.9236,ELEVE,2026,6
Garoua,9.3158,13.3737,inondation,1,2025-06-29 21:48:38,21,6,9.0,42.8,21.2,0.6883,ELEVE,2025,6
Yaoundé,3.8047,11.5103,glissement,3,2025-08-26 22:47:38,22,1,19.0,50.5,28.9,0.7955,ELEVE,2025,8
Bafoussam,5.4437,10.392,pollution,5,2026-04-07 19:20:38,19,1,4.0,56.2,24.1,0.7193,ELEVE,2026,4
Ebolowa,2.9009,11.1997,glissement,3,2025-08-25 07:33:38,7,0,8.0,12.0,30.4,0.5058,MOYEN,2025,8
Garoua,9.3451,13.4346,criminalité,5,2026-01-03 13:09:38,13,5,2.0,38.2,29.1,0.9069,ELEVE,2026,1
Maroua,10.6433,14.2855,criminalité,4,2025-11-18 05:50:38,5,1,2.0,82.8,36.1,0.9804,ELEVE,2025,11
Yaoundé,3.8953,11.549,glissement,4,2026-03-06 19:32:38,19,4,23.0,60.1,26.3,0.7181,ELEVE,2026,3
Garoua,9.2547,13.4066,incendie,3,2026-01-07 20:59:38,20,2,19.0,24.0,37.9,0.7824,ELEVE,2026,1
Bertoua,4.5418,13.7294,glissement,5,2025-11-09 14:41:38,14,6,13.0,60.1,27.9,0.7332,ELEVE,2025,11
Maroua,10.6079,14.3376,accident_route,3,2025-10-19 12:55:38,12,6,13.0,68.6,34.8,0.8039,ELEVE,2025,10
Bafoussam,5.4571,10.3831,inondation,1,2026-05-31 17:17:38,17,6,4.0,113.0,29.4,0.4185,MOYEN,2026,5
Douala,4.003,9.7656,accident_route,5,2025-11-12 23:36:38,23,2,25.0,57.1,20.5,0.7648,ELEVE,2025,11
Yaoundé,3.8223,11.5448,incendie,3,2026-03-21 04:55:38,4,5,20.0,119.4,31.2,0.7907,ELEVE,2026,3
Ngaoundéré,7.3652,13.6148,glissement,3,2025-11-16 04:09:38,4,6,17.0,118.3,31.6,0.599,MOYEN,2025,11
Ebolowa,2.9101,11.1665,inondation,5,2026-05-14 11:25:38,11,3,2.0,100.7,19.5,0.6705,ELEVE,2026,5
Bafoussam,5.448,10.4547,inondation,5,2026-04-19 18:07:38,18,6,25.0,36.5,26.5,0.7552,ELEVE,2026,4
Ngaoundéré,7.3752,13.5713,pollution,2,2026-04-17 19:53:38,19,4,6.0,31.8,20.5,0.4538,MOYEN,2026,4
Maroua,10.6417,14.2941,glissement,2,2026-02-26 23:00:38,23,3,10.0,85.9,27.7,0.8857,ELEVE,2026,2
Yaoundé,3.8676,11.4904,criminalité,5,2025-12-09 23:20:38,23,1,15.0,51.9,25.4,0.9222,ELEVE,2025,12
Douala,4.0206,9.7524,glissement,4,2025-07-11 00:14:38,0,4,23.0,67.3,27.2,1.0,ELEVE,2025,7
Ngaoundéré,7.3478,13.5479,pollution,3,2026-06-13 17:23:38,17,5,6.0,95.9,35.2,0.5326,MOYEN,2026,6
Yaoundé,3.8007,11.4743,glissement,1,2026-02-16 11:10:38,11,0,14.0,21.6,20.7,0.7349,ELEVE,2026,2
Ngaoundéré,7.338,13.5606,accident_route,4,2025-09-04 19:16:38,19,3,6.0,90.5,27.5,0.5837,MOYEN,2025,9
Maroua,10.6198,14.3237,glissement,4,2025-12-10 05:19:38,5,2,11.0,44.5,35.8,1.0,ELEVE,2025,12
Garoua,9.3077,13.4208,incendie,2,2026-06-07 03:32:38,3,6,16.0,108.8,31.4,0.7457,ELEVE,2026,6
Bafoussam,5.4645,10.4642,accident_route,3,2025-09-11 09:20:38,9,3,18.0,84.7,29.2,0.5623,MOYEN,2025,9
Ngaoundéré,7.3629,13.5499,accident_route,2,2026-05-08 09:17:38,9,4,8.0,4.1,22.8,0.3533,MOYEN,2026,5
Garoua,9.2868,13.3586,accident_route,1,2025-07-27 08:32:38,8,6,2.0,27.5,36.1,0.7345,ELEVE,2025,7
Ngaoundéré,7.3394,13.6025,pollution,3,2026-02-08 00:53:38,0,6,3.0,57.0,25.0,0.5917,MOYEN,2026,2
Yaoundé,3.86,11.5171,criminalité,5,2025-08-31 12:54:38,12,6,1.0,68.7,25.9,0.8385,ELEVE,2025,8
Bafoussam,5.4915,10.421,glissement,5,2026-06-07 00:47:38,0,6,7.0,10.4,20.0,0.5912,MOYEN,2026,6
Maroua,10.5563,14.2819,inondation,2,2026-04-06 22:35:38,22,0,18.0,39.8,33.1,0.9123,ELEVE,2026,4
Bertoua,4.5451,13.6483,pollution,4,2025-06-30 22:19:38,22,0,3.0,91.1,36.4,0.6507,ELEVE,2025,6
Douala,4.0271,9.7524,inondation,4,2026-06-11 03:58:38,3,3,24.0,111.0,37.6,1.0,ELEVE,2026,6
Ebolowa,2.8932,11.198,glissement,4,2025-07-01 00:29:38,0,1,8.0,24.2,29.4,0.5129,MOYEN,2025,7
Bertoua,4.6235,13.6909,incendie,5,2026-06-07 08:55:38,8,6,20.0,89.4,34.7,0.7759,ELEVE,2026,6
Douala,4.0788,9.8041,glissement,2,2025-07-30 18:57:38,18,2,13.0,15.0,19.3,0.8443,ELEVE,2025,7
Ngaoundéré,7.3235,13.5853,inondation,1,2025-11-02 00:21:38,0,6,9.0,27.1,23.4,0.6038,MOYEN,2025,11
Maroua,10.6111,14.3004,criminalité,1,2026-05-16 02:57:38,2,5,7.0,114.6,28.8,0.7706,ELEVE,2026,5
Douala,4.0067,9.8044,incendie,5,2026-02-25 02:34:38,2,2,10.0,5.5,25.9,1.0,ELEVE,2026,2
Douala,4.0839,9.735,inondation,5,2025-07-18 08:11:38,8,4,15.0,78.6,29.5,1.0,ELEVE,2025,7
Ngaoundéré,7.3067,13.6259,inondation,2,2026-01-16 19:41:38,19,4,20.0,59.9,37.8,0.5463,MOYEN,2026,1
Yaoundé,3.8069,11.4742,inondation,3,2025-12-04 01:21:38,1,3,18.0,112.2,29.0,0.7645,ELEVE,2025,12
Douala,4.0839,9.7944,criminalité,2,2026-04-18 12:44:38,12,5,4.0,13.7,29.9,0.8156,ELEVE,2026,4
Ngaoundéré,7.2944,13.5911,inondation,2,2026-02-09 16:56:38,16,0,22.0,97.8,31.0,0.3676,MOYEN,2026,2
Maroua,10.6163,14.2897,pollution,2,2026-06-09 08:23:38,8,1,11.0,57.6,29.2,0.9085,ELEVE,2026,6
Ngaoundéré,7.3763,13.5564,pollution,2,2025-08-02 23:15:38,23,5,6.0,47.2,25.5,0.4659,MOYEN,2025,8
Yaoundé,3.8442,11.4933,pollution,3,2026-03-17 11:38:38,11,1,3.0,100.1,19.6,0.7649,ELEVE,2026,3
Yaoundé,3.8081,11.4761,glissement,3,2025-10-13 14:13:38,14,0,13.0,78.8,19.8,0.8472,ELEVE,2025,10
Bafoussam,5.52,10.4167,criminalité,5,2025-09-09 23:26:38,23,1,18.0,48.4,25.0,0.4778,MOYEN,2025,9
Yaoundé,3.8179,11.4939,accident_route,2,2025-07-03 16:22:38,16,3,13.0,60.1,27.9,0.7594,ELEVE,2025,7
Ebolowa,2.935,11.1247,accident_route,2,2025-08-25 22:26:38,22,0,23.0,27.6,29.2,0.4238,MOYEN,2025,8
Bafoussam,5.4409,10.4436,inondation,2,2026-05-07 19:12:38,19,3,19.0,9.9,21.2,0.4797,MOYEN,2026,5
Bafoussam,5.4299,10.4542,criminalité,5,2025-12-13 03:14:38,3,5,22.0,92.6,32.4,0.8457,ELEVE,2025,12
Douala,4.0558,9.7364,incendie,5,2026-02-15 02:08:38,2,6,18.0,103.3,18.2,0.9023,ELEVE,2026,2
Bertoua,4.5871,13.6504,inondation,5,2026-04-29 10:52:38,10,2,21.0,112.1,28.1,0.8223,ELEVE,2026,4
Garoua,9.3262,13.4001,criminalité,2,2026-05-17 18:53:38,18,6,10.0,19.6,21.6,0.7754,ELEVE,2026,5
Bertoua,4.5489,13.6819,glissement,1,2026-03-01 05:33:38,5,6,12.0,53.8,26.7,0.4403,MOYEN,2026,3
Bafoussam,5.4528,10.4411,criminalité,4,2026-02-03 09:33:38,9,1,1.0,35.0,19.3,0.6024,MOYEN,2026,2
Douala,4.0791,9.7286,accident_route,4,2025-12-16 23:12:38,23,1,13.0,60.1,27.9,0.9997,ELEVE,2025,12
Ngaoundéré,7.3245,13.6006,glissement,2,2025-08-05 10:18:38,10,1,1.0,118.7,24.7,0.615,MOYEN,2025,8
Ebolowa,2.9196,11.1154,criminalité,1,2026-04-09 13:09:38,13,3,25.0,65.2,37.8,0.4736,MOYEN,2026,4
Bertoua,4.5918,13.6407,glissement,1,2026-03-13 19:28:38,19,4,13.0,60.1,27.9,0.5635,MOYEN,2026,3
Ngaoundéré,7.2975,13.5547,criminalité,1,2026-06-20 02:46:38,2,5,4.0,34.2,33.3,0.5091,MOYEN,2026,6
Garoua,9.2636,13.3487,pollution,5,2026-05-01 08:45:38,8,4,17.0,101.5,32.3,0.9575,ELEVE,2026,5
Bertoua,4.576,13.6744,inondation,1,2025-08-26 06:39:38,6,1,20.0,14.4,29.7,0.5959,MOYEN,2025,8
Maroua,10.6311,14.3627,glissement,4,2025-08-09 05:40:38,5,5,14.0,28.0,30.0,0.9899,ELEVE,2025,8
Yaoundé,3.8017,11.4773,incendie,1,2026-06-21 06:13:38,6,6,5.0,16.5,23.7,0.7193,ELEVE,2026,6
Bertoua,4.5734,13.7294,incendie,2,2025-09-06 02:18:38,2,5,8.0,16.6,26.6,0.5665,MOYEN,2025,9
Bertoua,4.5558,13.689,criminalité,2,2026-03-03 03:33:38,3,1,22.0,40.5,33.3,0.5857,MOYEN,2026,3
Garoua,9.3239,13.4332,inondation,2,2025-09-21 11:22:38,11,6,9.0,19.6,27.3,0.9136,ELEVE,2025,9
Bafoussam,5.5158,10.4073,incendie,2,2026-04-24 14:40:38,14,4,25.0,78.7,21.5,0.4754,MOYEN,2026,4
Bafoussam,5.4969,10.4105,pollution,1,2026-03-04 09:14:38,9,2,2.0,11.7,22.6,0.4072,MOYEN,2026,3
Douala,4.0903,9.8134,criminalité,4,2025-10-13 02:17:38,2,0,12.0,98.1,24.9,0.8109,ELEVE,2025,10
Ngaoundéré,7.3684,13.6127,pollution,3,2025-07-13 21:55:38,21,6,19.0,67.4,25.3,0.5468,MOYEN,2025,7
Bafoussam,5.4891,10.4173,inondation,3,2025-07-10 21:05:38,21,3,22.0,29.9,20.1,0.5779,MOYEN,2025,7
Yaoundé,3.8201,11.456,incendie,3,2026-05-24 03:03:38,3,6,21.0,102.3,37.3,0.7311,ELEVE,2026,5
Ebolowa,2.9121,11.1201,inondation,4,2025-09-05 06:32:38,6,4,1.0,111.9,31.3,0.6781,ELEVE,2025,9
Bafoussam,5.5089,10.4432,glissement,3,2026-05-21 12:06:38,12,3,12.0,26.8,35.4,0.6752,ELEVE,2026,5
Bertoua,4.5903,13.7089,accident_route,2,2026-01-26 05:57:38,5,0,23.0,11.4,22.3,0.6106,MOYEN,2026,1
Garoua,9.2878,13.4102,inondation,2,2026-01-10 20:09:38,20,5,3.0,116.0,23.6,0.8302,ELEVE,2026,1
Maroua,10.5914,14.329,glissement,5,2026-05-24 01:47:38,1,6,5.0,53.6,27.7,1.0,ELEVE,2026,5
Ebolowa,2.9408,11.1249,inondation,3,2025-10-09 11:29:38,11,3,24.0,65.1,33.0,0.5061,MOYEN,2025,10
Maroua,10.5959,14.3434,pollution,4,2025-10-18 03:07:38,3,5,10.0,115.9,33.7,0.9072,ELEVE,2025,10
Garoua,9.3161,13.4015,glissement,1,2025-08-11 09:06:38,9,0,18.0,46.2,21.9,0.7823,ELEVE,2025,8
Ngaoundéré,7.2948,13.6034,criminalité,2,2025-09-06 11:35:38,11,5,24.0,119.7,37.4,0.5254,MOYEN,2025,9
Garoua,9.3013,13.4326,accident_route,3,2026-03-29 10:27:38,10,6,14.0,11.2,37.8,0.8953,ELEVE,2026,3
Maroua,10.5461,14.2905,pollution,3,2026-03-14 01:32:38,1,5,8.0,33.0,19.5,0.9534,ELEVE,2026,3
Ebolowa,2.9194,11.1513,inondation,5,2026-02-16 08:33:38,8,0,12.0,22.1,25.7,0.7197,ELEVE,2026,2
Bertoua,4.5841,13.7181,accident_route,5,2026-01-29 17:06:38,17,3,9.0,13.9,19.8,0.7089,ELEVE,2026,1
Maroua,10.6018,14.3702,glissement,5,2025-11-28 08:39:38,8,4,18.0,75.9,22.0,1.0,ELEVE,2025,11
Bertoua,4.5603,13.6962,criminalité,3,2026-06-15 03:30:38,3,0,21.0,109.7,20.2,0.5948,MOYEN,2026,6
Garoua,9.2574,13.4052,inondation,5,2025-08-14 13:58:38,13,3,6.0,53.9,24.3,1.0,ELEVE,2025,8
Bertoua,4.5621,13.7165,inondation,2,2026-04-20 18:12:38,18,0,24.0,109.7,19.3,0.6261,MOYEN,2026,4
Maroua,10.6335,14.3148,glissement,5,2025-09-20 18:58:38,18,5,16.0,15.4,23.2,1.0,ELEVE,2025,9
Douala,4.0122,9.7626,criminalité,1,2025-10-24 02:26:38,2,4,13.0,118.1,18.8,0.7407,ELEVE,2025,10
Ebolowa,2.9295,11.1707,glissement,2,2026-04-19 01:45:38,1,6,15.0,33.5,32.6,0.4871,MOYEN,2026,4
Maroua,10.6336,14.3615,incendie,4,2026-02-04 21:52:38,21,2,24.0,4.2,23.7,1.0,ELEVE,2026,2
Ebolowa,2.8958,11.1351,inondation,3,2025-09-03 09:34:38,9,2,23.0,4.1,24.4,0.479,MOYEN,2025,9
Garoua,9.2882,13.4132,accident_route,1,2026-04-09 08:24:38,8,3,2.0,15.3,33.9,0.8873,ELEVE,2026,4
Garoua,9.334,13.3867,inondation,3,2025-09-07 18:04:38,18,6,24.0,91.9,18.6,0.8869,ELEVE,2025,9
Bafoussam,5.455,10.3957,incendie,2,2026-02-15 21:20:38,21,6,8.0,60.9,29.8,0.418,MOYEN,2026,2
Bertoua,4.618,13.7245,criminalité,2,2025-11-24 06:46:38,6,0,3.0,113.7,26.1,0.7098,ELEVE,2025,11
Ebolowa,2.853,11.1204,accident_route,3,2025-09-02 16:05:38,16,1,24.0,23.5,31.0,0.5911,MOYEN,2025,9
Maroua,10.5578,14.3239,accident_route,4,2026-04-14 22:15:38,22,1,8.0,119.7,20.8,0.9667,ELEVE,2026,4
Bertoua,4.5566,13.6513,glissement,4,2026-03-24 11:31:38,11,1,3.0,28.2,31.7,0.805,ELEVE,2026,3
Ebolowa,2.903,11.1242,inondation,2,2025-07-05 13:39:38,13,5,2.0,99.6,28.0,0.6372,MOYEN,2025,7
Douala,4.0017,9.7466,inondation,3,2025-11-20 14:16:38,14,3,25.0,97.6,35.5,0.9323,ELEVE,2025,11
Ngaoundéré,7.3425,13.5504,inondation,1,2025-08-17 08:55:38,8,6,8.0,113.9,36.5,0.5462,MOYEN,2025,8
Garoua,9.3169,13.4236,accident_route,3,2025-10-15 13:12:38,13,2,8.0,11.8,32.8,0.8146,ELEVE,2025,10
Bertoua,4.5424,13.6613,accident_route,2,2026-04-09 05:16:38,5,3,6.0,71.4,35.3,0.5211,MOYEN,2026,4
Garoua,9.2781,13.3967,pollution,2,2025-12-01 21:49:38,21,0,9.0,60.4,26.5,0.7514,ELEVE,2025,12
Bafoussam,5.4735,10.4514,accident_route,4,2025-12-20 11:06:38,11,5,25.0,58.5,19.3,0.6363,MOYEN,2025,12
Maroua,10.6113,14.2984,criminalité,5,2026-01-29 23:33:38,23,3,2.0,24.2,23.5,1.0,ELEVE,2026,1
Maroua,10.636,14.3092,inondation,1,2026-05-01 05:24:38,5,4,13.0,55.5,29.1,0.7193,ELEVE,2026,5
Yaoundé,3.8375,11.4703,accident_route,3,2025-08-27 18:47:38,18,2,2.0,77.1,23.0,0.6856,ELEVE,2025,8
Bertoua,4.5578,13.6721,incendie,2,2025-07-29 04:36:38,4,1,21.0,29.1,31.9,0.5642,MOYEN,2025,7
Bertoua,4.5428,13.696,accident_route,4,2025-08-04 13:32:38,13,0,19.0,93.2,24.9,0.7047,ELEVE,2025,8
Garoua,9.3084,13.4426,inondation,2,2026-01-24 20:43:38,20,5,24.0,81.4,24.5,0.7928,ELEVE,2026,1
Ebolowa,2.8728,11.1964,criminalité,1,2026-03-23 16:52:38,16,0,13.0,114.5,34.4,0.5715,MOYEN,2026,3
Douala,4.0565,9.7721,inondation,5,2026-05-22 16:30:38,16,4,21.0,14.6,37.2,0.9599,ELEVE,2026,5
Ngaoundéré,7.3188,13.5641,inondation,2,2025-11-10 04:14:38,4,0,12.0,19.3,28.0,0.5521,MOYEN,2025,11
Maroua,10.5777,14.2931,inondation,5,2026-01-28 21:38:38,21,2,11.0,52.4,37.7,1.0,ELEVE,2026,1
Bafoussam,5.5135,10.4109,incendie,2,2025-07-14 04:03:38,4,0,11.0,7.6,23.5,0.4542,MOYEN,2025,7
Bertoua,4.5927,13.6757,criminalité,5,2025-11-25 21:22:38,21,1,18.0,27.3,19.8,0.8005,ELEVE,2025,11
Douala,4.022,9.7548,glissement,4,2025-09-28 01:12:38,1,6,20.0,72.6,36.9,1.0,ELEVE,2025,9
Yaoundé,3.8848,11.5327,inondation,3,2026-02-03 17:49:38,17,1,21.0,73.6,30.4,0.7721,ELEVE,2026,2
Douala,4.0243,9.7193,pollution,5,2025-10-25 02:13:38,2,5,19.0,105.5,27.2,1.0,ELEVE,2025,10
Maroua,10.6107,14.3365,glissement,3,2026-02-05 03:00:38,3,3,7.0,78.3,29.6,1.0,ELEVE,2026,2
Yaoundé,3.81,11.5412,accident_route,2,2026-04-08 23:03:38,23,2,22.0,80.2,28.5,0.6183,MOYEN,2026,4
Bafoussam,5.5215,10.4596,incendie,3,2026-06-20 12:14:38,12,5,15.0,78.7,32.9,0.6575,ELEVE,2026,6
Ebolowa,2.8662,11.1899,accident_route,5,2026-01-25 03:20:38,3,6,6.0,89.2,27.5,0.6277,MOYEN,2026,1
Ngaoundéré,7.2972,13.5684,pollution,5,2025-08-07 06:34:38,6,3,14.0,61.0,18.4,0.7293,ELEVE,2025,8
Bertoua,4.5609,13.6702,criminalité,4,2025-07-17 14:00:38,14,3,7.0,41.1,37.7,0.7,ELEVE,2025,7
Ebolowa,2.8593,11.1897,accident_route,1,2026-02-08 23:48:38,23,6,21.0,69.1,32.4,0.4646,MOYEN,2026,2
Maroua,10.5742,14.3177,glissement,1,2026-01-29 02:53:38,2,3,1.0,47.4,18.3,0.9827,ELEVE,2026,1
Bertoua,4.6015,13.716,accident_route,2,2025-07-25 13:56:38,13,4,14.0,29.4,36.2,0.5114,MOYEN,2025,7
Garoua,9.3347,13.364,accident_route,1,2025-10-10 13:43:38,13,4,13.0,60.1,27.9,0.5896,MOYEN,2025,10
